,PanelA_A,PanelA_B,PanelB_A,PanelB_B,PanelC_A,PanelC_B,PanelD_A,PanelD_B,PanelE_A,PanelE_B,PanelF_A,PanelF_B,PanelF_C,PanelF_D,PanelG_A,PanelG_B,PanelG_C,PanelG_D,PanelH_A,PanelH_B,PanelH_C,PanelH_D,PanelH_E,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor1*Sensor1,Sensor1*Sensor2,Sensor1*Sensor3,Sensor1*Sensor4,Sensor1*Sensor5,Sensor1*Sensor6,Sensor1*Sensor7,Sensor1*Sensor8,Sensor2*Sensor2,Sensor2*Sensor3,Sensor2*Sensor4,Sensor2*Sensor5,Sensor2*Sensor6,Sensor2*Sensor7,Sensor2*Sensor8,Sensor3*Sensor3,Sensor3*Sensor4,Sensor3*Sensor5,Sensor3*Sensor6,Sensor3*Sensor7,Sensor3*Sensor8,Sensor4*Sensor4,Sensor4*Sensor5,Sensor4*Sensor6,Sensor4*Sensor7,Sensor4*Sensor8,Sensor5*Sensor5,Sensor5*Sensor6,Sensor5*Sensor7,Sensor5*Sensor8,Sensor6*Sensor6,Sensor6*Sensor7,Sensor6*Sensor8,Sensor7*Sensor7,Sensor7*Sensor8,Sensor8*Sensor8,Target
164,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,17.2,1.85,59.62,2.88,3.6,2.0,2.08,0.71,295.84,31.82,1025.464,49.535999999999994,61.92,34.4,35.775999999999996,12.212,3.4225000000000003,110.297,5.328,6.66,3.7,3.8480000000000003,1.3135,3554.5443999999998,171.70559999999998,214.632,119.24,124.00959999999999,42.3302,8.2944,10.368,5.76,5.9904,2.0448,12.96,7.2,7.488,2.556,4.0,4.16,1.42,4.3264000000000005,1.4768,0.5041,0
165,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.0,1.69,75.0,2.0,3.0,1.83,1.0,0.0,441.0,35.49,1575.0,42.0,63.0,38.43,21.0,0.0,2.8560999999999996,126.75,3.38,5.07,3.0927000000000002,1.69,0.0,5625.0,150.0,225.0,137.25,75.0,0.0,4.0,6.0,3.66,2.0,0.0,9.0,5.49,3.0,0.0,3.3489000000000004,1.83,0.0,1.0,0.0,0.0,5
166,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.42,1.74,126.8,3.0,3.0,2.39,1.54,0.9,339.29640000000006,32.0508,2335.656,55.260000000000005,55.260000000000005,44.02380000000001,28.366800000000005,16.578000000000003,3.0276,220.632,5.22,5.22,4.1586,2.6796,1.566,16078.24,380.4,380.4,303.052,195.272,114.12,9.0,9.0,7.17,4.62,2.7,9.0,7.17,4.62,2.7,5.7121,3.6806,2.1510000000000002,2.3716,1.3860000000000001,0.81,4
168,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,23.0,1.65,90.0,2.0,3.0,3.0,0.0,1.0,529.0,37.949999999999996,2070.0,46.0,69.0,69.0,0.0,23.0,2.7224999999999997,148.5,3.3,4.949999999999999,4.949999999999999,0.0,1.65,8100.0,180.0,270.0,270.0,0.0,90.0,4.0,6.0,6.0,0.0,2.0,9.0,9.0,0.0,3.0,9.0,0.0,3.0,0.0,0.0,1.0,2
170,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.9,1.66,102.78,3.0,3.0,1.07,0.11,1.0,670.81,42.99399999999999,2662.002,77.69999999999999,77.69999999999999,27.713,2.8489999999999998,25.9,2.7556,170.6148,4.9799999999999995,4.9799999999999995,1.7762,0.18259999999999998,1.66,10563.7284,308.34000000000003,308.34000000000003,109.97460000000001,11.3058,102.78,9.0,9.0,3.21,0.33,3.0,9.0,3.21,0.33,3.0,1.1449,0.11770000000000001,1.07,0.0121,0.11,1.0,4
171,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,31.63,1.67,72.91,2.0,3.0,1.0,0.0,1.3,1000.4568999999999,52.8221,2306.1432999999997,63.26,94.89,31.63,0.0,41.119,2.7889,121.7597,3.34,5.01,1.67,0.0,2.171,5315.8681,145.82,218.73,72.91,0.0,94.783,4.0,6.0,2.0,0.0,2.6,9.0,3.0,0.0,3.9000000000000004,1.0,0.0,1.3,0.0,0.0,1.6900000000000002,5
172,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,39.97,1.74,80.91,2.42,3.2,1.35,0.15,1.08,1597.6009,69.5478,3233.9727,96.72739999999999,127.904,53.9595,5.9955,43.1676,3.0276,140.7834,4.2108,5.5680000000000005,2.349,0.261,1.8792000000000002,6546.428099999999,195.8022,258.912,109.2285,12.1365,87.3828,5.8564,7.744,3.267,0.363,2.6136,10.240000000000002,4.32,0.48,3.4560000000000004,1.8225000000000002,0.2025,1.4580000000000002,0.0225,0.162,1.1664,5
173,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.7,1.79,137.86,3.0,3.0,2.53,1.98,0.84,470.89,38.842999999999996,2991.5620000000004,65.1,65.1,54.900999999999996,42.966,18.227999999999998,3.2041,246.76940000000002,5.37,5.37,4.5287,3.5442,1.5036,19005.379600000004,413.58000000000004,413.58000000000004,348.7858,272.9628,115.8024,9.0,9.0,7.59,5.9399999999999995,2.52,9.0,7.59,5.9399999999999995,2.52,6.400899999999999,5.009399999999999,2.1252,3.9204,1.6632,0.7055999999999999,4
174,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,19.82,1.51,64.26,2.57,3.0,1.82,0.0,0.0,392.8324,29.9282,1273.6332000000002,50.9374,59.46,36.0724,0.0,0.0,2.2801,97.0326,3.8806999999999996,4.53,2.7482,0.0,0.0,4129.347600000001,165.1482,192.78000000000003,116.95320000000001,0.0,0.0,6.604899999999999,7.709999999999999,4.6774,0.0,0.0,9.0,5.46,0.0,0.0,3.3124000000000002,0.0,0.0,0.0,0.0,0.0,5
175,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,24.58,1.77,117.71,1.48,3.0,2.02,1.05,0.46,604.1764,43.5066,2893.3117999999995,36.3784,73.74,49.651599999999995,25.809,11.306799999999999,3.1329000000000002,208.3467,2.6196,5.3100000000000005,3.5754,1.8585,0.8142,13855.644099999998,174.21079999999998,353.13,237.77419999999998,123.5955,54.1466,2.1904,4.4399999999999995,2.9896,1.554,0.6808000000000001,9.0,6.0600000000000005,3.1500000000000004,1.3800000000000001,4.0804,2.121,0.9292,1.1025,0.48300000000000004,0.2116,3
177,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,19.09,1.7,99.2,2.0,2.12,2.0,0.0,1.88,364.4281,32.452999999999996,1893.728,38.18,40.470800000000004,38.18,0.0,35.889199999999995,2.8899999999999997,168.64,3.4,3.604,3.4,0.0,3.1959999999999997,9840.640000000001,198.4,210.30400000000003,198.4,0.0,186.49599999999998,4.0,4.24,4.0,0.0,3.76,4.494400000000001,4.24,0.0,3.9856,4.0,0.0,3.76,0.0,0.0,3.5343999999999998,2
178,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.65,85.0,2.0,3.0,1.0,1.0,0.0,324.0,29.7,1530.0,36.0,54.0,18.0,18.0,0.0,2.7224999999999997,140.25,3.3,4.949999999999999,1.65,1.65,0.0,7225.0,170.0,255.0,85.0,85.0,0.0,4.0,6.0,2.0,2.0,0.0,9.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
179,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.65,111.92,3.0,3.0,2.81,0.0,0.1,676.0,42.9,2909.92,78.0,78.0,73.06,0.0,2.6,2.7224999999999997,184.668,4.949999999999999,4.949999999999999,4.6365,0.0,0.165,12526.0864,335.76,335.76,314.4952,0.0,11.192,9.0,9.0,8.43,0.0,0.30000000000000004,9.0,8.43,0.0,0.30000000000000004,7.896100000000001,0.0,0.281,0.0,0.0,0.010000000000000002,4
180,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.74,1.86,120.2,2.25,3.0,2.82,0.71,0.0,715.0275999999999,49.736399999999996,3214.1479999999997,60.165,80.22,75.40679999999999,18.9854,0.0,3.4596000000000005,223.57200000000003,4.1850000000000005,5.58,5.2452,1.3206,0.0,14448.04,270.45,360.6,338.964,85.342,0.0,5.0625,6.75,6.345,1.5975,0.0,9.0,8.459999999999999,2.13,0.0,7.952399999999999,2.0021999999999998,0.0,0.5041,0.0,0.0,3
181,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,37.0,1.68,83.0,2.0,1.0,2.0,0.0,0.0,1369.0,62.16,3071.0,74.0,37.0,74.0,0.0,0.0,2.8223999999999996,139.44,3.36,1.68,3.36,0.0,0.0,6889.0,166.0,83.0,166.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6
183,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.0,1.79,105.14,2.26,3.0,2.03,0.32,0.51,529.0,41.17,2418.22,51.98,69.0,46.69,7.36,11.73,3.2041,188.2006,4.0454,5.37,3.6336999999999997,0.5728,0.9129,11054.4196,237.61639999999997,315.42,213.43419999999998,33.644800000000004,53.6214,5.107599999999999,6.779999999999999,4.587799999999999,0.7232,1.1525999999999998,9.0,6.09,0.96,1.53,4.120899999999999,0.6496,1.0352999999999999,0.1024,0.1632,0.2601,2
184,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.37,1.63,82.0,2.81,2.88,1.0,0.0,1.38,375.1969,31.5731,1588.3400000000001,54.429700000000004,55.7856,19.37,0.0,26.7306,2.6569,133.66,4.580299999999999,4.6944,1.63,0.0,2.2493999999999996,6724.0,230.42000000000002,236.16,82.0,0.0,113.16,7.896100000000001,8.0928,2.81,0.0,3.8777999999999997,8.2944,2.88,0.0,3.9743999999999997,1.0,0.0,1.38,0.0,0.0,1.9043999999999996,2
186,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,23.48,1.68,91.07,1.22,3.0,1.05,0.52,0.62,551.3104000000001,39.4464,2138.3235999999997,28.645599999999998,70.44,24.654,12.2096,14.5576,2.8223999999999996,152.99759999999998,2.0496,5.04,1.764,0.8736,1.0415999999999999,8293.744899999998,111.10539999999999,273.21,95.62349999999999,47.3564,56.46339999999999,1.4884,3.66,1.281,0.6344,0.7564,9.0,3.1500000000000004,1.56,1.8599999999999999,1.1025,0.546,0.651,0.27040000000000003,0.3224,0.3844,2
187,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,17.0,1.8,50.0,3.0,4.0,1.0,2.0,1.0,289.0,30.6,850.0,51.0,68.0,17.0,34.0,17.0,3.24,90.0,5.4,7.2,1.8,3.6,1.8,2500.0,150.0,200.0,50.0,100.0,50.0,9.0,12.0,3.0,6.0,3.0,16.0,4.0,8.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,0
188,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22.0,1.56,49.0,2.0,3.0,1.0,2.0,0.0,484.0,34.32,1078.0,44.0,66.0,22.0,44.0,0.0,2.4336,76.44,3.12,4.68,1.56,3.12,0.0,2401.0,98.0,147.0,49.0,98.0,0.0,4.0,6.0,2.0,4.0,0.0,9.0,3.0,6.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1
189,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.49,1.98,120.7,2.0,3.0,3.0,0.77,1.0,419.84009999999995,40.5702,2473.143,40.98,61.47,61.47,15.777299999999999,20.49,3.9204,238.986,3.96,5.9399999999999995,5.9399999999999995,1.5246,1.98,14568.49,241.4,362.1,362.1,92.93900000000001,120.7,4.0,6.0,6.0,1.54,2.0,9.0,9.0,2.31,3.0,9.0,2.31,3.0,0.5929,0.77,1.0,2
190,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,24.0,1.65,60.0,2.0,3.0,3.0,1.0,0.0,576.0,39.599999999999994,1440.0,48.0,72.0,72.0,24.0,0.0,2.7224999999999997,99.0,3.3,4.949999999999999,4.949999999999999,1.65,0.0,3600.0,120.0,180.0,180.0,60.0,0.0,4.0,6.0,6.0,2.0,0.0,9.0,9.0,3.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,1
191,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.7,60.0,2.0,3.0,2.0,2.0,1.0,324.0,30.599999999999998,1080.0,36.0,54.0,36.0,36.0,18.0,2.8899999999999997,102.0,3.4,5.1,3.4,3.4,1.7,3600.0,120.0,180.0,120.0,120.0,60.0,4.0,6.0,4.0,4.0,2.0,9.0,6.0,6.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,1
193,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,19.0,1.53,42.0,2.75,1.39,1.32,0.46,0.8,361.0,29.07,798.0,52.25,26.409999999999997,25.080000000000002,8.74,15.200000000000001,2.3409,64.26,4.2075000000000005,2.1267,2.0196,0.7038000000000001,1.2240000000000002,1764.0,115.5,58.379999999999995,55.440000000000005,19.32,33.6,7.5625,3.8225,3.6300000000000003,1.2650000000000001,2.2,1.9320999999999997,1.8348,0.6394,1.1119999999999999,1.7424000000000002,0.6072000000000001,1.056,0.2116,0.36800000000000005,0.6400000000000001,0
194,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.95,1.63,104.84,3.0,3.0,2.23,0.04,0.57,673.4024999999999,42.2985,2720.598,77.85,77.85,57.8685,1.038,14.7915,2.6569,170.8892,4.89,4.89,3.6348999999999996,0.0652,0.9290999999999998,10991.4256,314.52,314.52,233.7932,4.1936,59.758799999999994,9.0,9.0,6.6899999999999995,0.12,1.71,9.0,6.6899999999999995,0.12,1.71,4.9729,0.0892,1.2711,0.0016,0.022799999999999997,0.32489999999999997,4
195,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,34.39,1.69,77.56,3.0,1.8,2.0,0.39,0.0,1182.6721,58.119099999999996,2667.2884,103.17,61.902,68.78,13.4121,0.0,2.8560999999999996,131.0764,5.07,3.042,3.38,0.6591,0.0,6015.5536,232.68,139.608,155.12,30.2484,0.0,9.0,5.4,6.0,1.17,0.0,3.24,3.6,0.7020000000000001,0.0,4.0,0.78,0.0,0.1521,0.0,0.0,6
196,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.0,1.65,53.0,2.0,3.0,2.0,1.0,0.0,441.0,34.65,1113.0,42.0,63.0,42.0,21.0,0.0,2.7224999999999997,87.44999999999999,3.3,4.949999999999999,3.3,1.65,0.0,2809.0,106.0,159.0,106.0,53.0,0.0,4.0,6.0,4.0,2.0,0.0,9.0,6.0,3.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1
197,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.95,1.73,132.12,3.0,3.0,1.67,1.68,0.78,438.9025,36.2435,2767.914,62.849999999999994,62.849999999999994,34.9865,35.196,16.341,2.9929,228.5676,5.1899999999999995,5.1899999999999995,2.8891,2.9063999999999997,1.3494,17455.6944,396.36,396.36,220.6404,221.9616,103.0536,9.0,9.0,5.01,5.04,2.34,9.0,5.01,5.04,2.34,2.7889,2.8055999999999996,1.3026,2.8223999999999996,1.3104,0.6084,4
198,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.59,110.64,3.0,3.0,2.64,0.0,0.45,676.0,41.34,2876.64,78.0,78.0,68.64,0.0,11.700000000000001,2.5281000000000002,175.91760000000002,4.7700000000000005,4.7700000000000005,4.1976,0.0,0.7155,12241.2096,331.92,331.92,292.0896,0.0,49.788000000000004,9.0,9.0,7.92,0.0,1.35,9.0,7.92,0.0,1.35,6.969600000000001,0.0,1.1880000000000002,0.0,0.0,0.2025,4
201,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,37.87,1.57,80.0,2.0,1.97,1.94,1.65,0.0,1434.1368999999997,59.4559,3029.6,75.74,74.6039,73.4678,62.485499999999995,0.0,2.4649,125.60000000000001,3.14,3.0929,3.0458,2.5905,0.0,6400.0,160.0,157.6,155.2,132.0,0.0,4.0,3.94,3.88,3.3,0.0,3.8809,3.8217999999999996,3.2504999999999997,0.0,3.7636,3.2009999999999996,0.0,2.7224999999999997,0.0,0.0,2
202,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,20.0,1.6,57.0,3.0,3.0,2.0,1.0,0.0,400.0,32.0,1140.0,60.0,60.0,40.0,20.0,0.0,2.5600000000000005,91.2,4.800000000000001,4.800000000000001,3.2,1.6,0.0,3249.0,171.0,171.0,114.0,57.0,0.0,9.0,9.0,6.0,3.0,0.0,9.0,6.0,3.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1
203,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.26,1.85,121.41,3.0,2.6,2.05,0.84,0.0,541.0276000000001,43.031000000000006,2823.9966,69.78,60.476000000000006,47.683,19.5384,0.0,3.4225000000000003,224.6085,5.550000000000001,4.8100000000000005,3.7925,1.554,0.0,14740.388099999998,364.23,315.666,248.89049999999997,101.9844,0.0,9.0,7.800000000000001,6.1499999999999995,2.52,0.0,6.760000000000001,5.33,2.184,0.0,4.2025,1.7219999999999998,0.0,0.7055999999999999,0.0,0.0,3
204,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.58,48.0,2.0,3.0,2.0,1.0,0.0,324.0,28.44,864.0,36.0,54.0,36.0,18.0,0.0,2.4964000000000004,75.84,3.16,4.74,3.16,1.58,0.0,2304.0,96.0,144.0,96.0,48.0,0.0,4.0,6.0,4.0,2.0,0.0,9.0,6.0,3.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1
205,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,31.79,1.65,73.81,2.37,2.85,1.03,0.68,0.3,1010.6040999999999,52.4535,2346.4199,75.3423,90.6015,32.7437,21.6172,9.536999999999999,2.7224999999999997,121.7865,3.9105,4.7025,1.6995,1.122,0.49499999999999994,5447.9161,174.92970000000003,210.35850000000002,76.02430000000001,50.1908,22.143,5.6169,6.7545,2.4411,1.6116000000000001,0.711,8.1225,2.9355,1.9380000000000002,0.855,1.0609,0.7004,0.309,0.4624000000000001,0.20400000000000001,0.09,5
206,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,20.49,1.53,65.14,2.0,3.0,1.21,1.92,1.23,419.84009999999995,31.3497,1334.7186,40.98,61.47,24.792899999999996,39.340799999999994,25.202699999999997,2.3409,99.66420000000001,3.06,4.59,1.8513,2.9375999999999998,1.8819,4243.2196,130.28,195.42000000000002,78.8194,125.0688,80.1222,4.0,6.0,2.42,3.84,2.46,9.0,3.63,5.76,3.69,1.4641,2.3232,1.4883,3.6864,2.3615999999999997,1.5129,6
207,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.0,1.75,77.98,2.27,2.39,1.65,0.87,1.1,441.0,36.75,1637.5800000000002,47.67,50.190000000000005,34.65,18.27,23.1,3.0625,136.465,3.9725,4.1825,2.8874999999999997,1.5225,1.9250000000000003,6080.880400000001,177.0146,186.37220000000002,128.667,67.8426,85.778,5.1529,5.4253,3.7455,1.9749,2.4970000000000003,5.7121,3.9435,2.0793,2.6290000000000004,2.7224999999999997,1.4355,1.815,0.7569,0.9570000000000001,1.2100000000000002,5
208,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,18.61,1.55,60.63,2.82,2.64,1.23,0.75,0.01,346.33209999999997,28.8455,1128.3243,52.480199999999996,49.1304,22.8903,13.9575,0.1861,2.4025000000000003,93.9765,4.3709999999999996,4.0920000000000005,1.9065,1.1625,0.015500000000000002,3675.9969,170.9766,160.06320000000002,74.5749,45.472500000000004,0.6063000000000001,7.952399999999999,7.4448,3.4686,2.1149999999999998,0.0282,6.969600000000001,3.2472000000000003,1.98,0.026400000000000003,1.5129,0.9225,0.0123,0.5625,0.0075,0.0001,5
209,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,26.29,1.77,82.69,1.95,3.12,2.14,0.78,0.89,691.1641,46.5333,2173.9201,51.265499999999996,82.0248,56.260600000000004,20.5062,23.3981,3.1329000000000002,146.3613,3.4515,5.5224,3.7878000000000003,1.3806,1.5753000000000001,6837.6361,161.2455,257.9928,176.9566,64.4982,73.5941,3.8024999999999998,6.084,4.173,1.521,1.7355,9.7344,6.676800000000001,2.4336,2.7768,4.5796,1.6692000000000002,1.9046,0.6084,0.6942,0.7921,5
210,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.98,1.79,105.62,2.0,3.0,1.03,0.0,0.18,440.16040000000004,37.5542,2215.9076,41.96,62.94,21.6094,0.0,3.7763999999999998,3.2041,189.05980000000002,3.58,5.37,1.8437000000000001,0.0,0.3222,11155.584400000002,211.24,316.86,108.7886,0.0,19.0116,4.0,6.0,2.06,0.0,0.36,9.0,3.09,0.0,0.54,1.0609,0.0,0.1854,0.0,0.0,0.0324,2
211,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,20.55,1.52,42.0,3.0,1.0,1.19,0.0,0.08,422.3025,31.236,863.1,61.650000000000006,20.55,24.4545,0.0,1.6440000000000001,2.3104,63.84,4.5600000000000005,1.52,1.8088,0.0,0.1216,1764.0,126.0,42.0,49.98,0.0,3.36,9.0,3.0,3.57,0.0,0.24,1.0,1.19,0.0,0.08,1.4161,0.0,0.09519999999999999,0.0,0.0,0.0064,0
212,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.64,111.21,3.0,3.0,2.71,0.0,0.11,676.0,42.64,2891.46,78.0,78.0,70.46,0.0,2.86,2.6895999999999995,182.38439999999997,4.92,4.92,4.4444,0.0,0.18039999999999998,12367.664099999998,333.63,333.63,301.3791,0.0,12.233099999999999,9.0,9.0,8.129999999999999,0.0,0.33,9.0,8.129999999999999,0.0,0.33,7.3441,0.0,0.2981,0.0,0.0,0.0121,4
213,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,27.64,1.81,120.42,2.97,3.0,2.57,0.69,1.34,763.9696,50.028400000000005,3328.4088,82.0908,82.92,71.03479999999999,19.0716,37.037600000000005,3.2761,217.96020000000001,5.3757,5.43,4.6517,1.2489,2.4254000000000002,14500.9764,357.6474,361.26,309.4794,83.0898,161.36280000000002,8.820900000000002,8.91,7.6329,2.0493,3.9798000000000004,9.0,7.709999999999999,2.07,4.0200000000000005,6.604899999999999,1.7732999999999997,3.4438,0.4760999999999999,0.9246,1.7956000000000003,3
214,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.74,70.0,2.0,3.0,2.0,1.0,1.0,324.0,31.32,1260.0,36.0,54.0,36.0,18.0,18.0,3.0276,121.8,3.48,5.22,3.48,1.74,1.74,4900.0,140.0,210.0,140.0,70.0,70.0,4.0,6.0,4.0,2.0,2.0,9.0,6.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1
215,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,29.67,1.91,129.19,2.43,3.0,1.34,1.64,0.09,880.3089000000001,56.6697,3833.0673,72.0981,89.01,39.7578,48.6588,2.6703,3.6481,246.75289999999998,4.6413,5.7299999999999995,2.5594,3.1323999999999996,0.1719,16690.056099999998,313.93170000000003,387.57,173.1146,211.87159999999997,11.627099999999999,5.9049000000000005,7.290000000000001,3.2562,3.9852,0.2187,9.0,4.0200000000000005,4.92,0.27,1.7956000000000003,2.1976,0.1206,2.6895999999999995,0.14759999999999998,0.0081,3
218,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.54,1.56,41.4,2.66,1.0,1.3,0.0,1.64,343.73159999999996,28.9224,767.5559999999999,49.3164,18.54,24.102,0.0,30.405599999999996,2.4336,64.584,4.1496,1.56,2.028,0.0,2.5584,1713.9599999999998,110.124,41.4,53.82,0.0,67.89599999999999,7.0756000000000006,2.66,3.458,0.0,4.3624,1.0,1.3,0.0,1.64,1.6900000000000002,0.0,2.132,0.0,0.0,2.6895999999999995,0
219,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.88,1.7,79.68,2.74,2.16,1.09,0.11,0.0,356.45439999999996,32.096,1504.3584,51.7312,40.7808,20.5792,2.0768,0.0,2.8899999999999997,135.45600000000002,4.658,3.672,1.853,0.187,0.0,6348.902400000001,218.32320000000004,172.10880000000003,86.85120000000002,8.764800000000001,0.0,7.507600000000001,5.918400000000001,2.9866000000000006,0.3014,0.0,4.6656,2.3544000000000005,0.2376,0.0,1.1881000000000002,0.1199,0.0,0.0121,0.0,0.0,6
220,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.02,1.74,135.69,3.0,3.0,1.66,1.09,0.79,441.8404,36.574799999999996,2852.2038,63.06,63.06,34.8932,22.9118,16.605800000000002,3.0276,236.1006,5.22,5.22,2.8884,1.8966,1.3746,18411.7761,407.07,407.07,225.2454,147.90210000000002,107.1951,9.0,9.0,4.9799999999999995,3.2700000000000005,2.37,9.0,4.9799999999999995,3.2700000000000005,2.37,2.7556,1.8094000000000001,1.3114,1.1881000000000002,0.8611000000000001,0.6241000000000001,4
221,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.53,1.78,115.35,2.19,3.0,2.1,1.33,0.38,651.7809000000001,45.443400000000004,2944.8855,55.9107,76.59,53.61300000000001,33.9549,9.701400000000001,3.1684,205.32299999999998,3.8982,5.34,3.7380000000000004,2.3674,0.6764,13305.6225,252.61649999999997,346.04999999999995,242.23499999999999,153.4155,43.833,4.7961,6.57,4.599,2.9127,0.8321999999999999,9.0,6.300000000000001,3.99,1.1400000000000001,4.41,2.793,0.798,1.7689000000000001,0.5054000000000001,0.1444,3
222,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,29.32,1.64,69.91,2.37,3.0,1.93,1.58,0.0,859.6624,48.084799999999994,2049.7612,69.4884,87.96000000000001,56.5876,46.3256,0.0,2.6895999999999995,114.65239999999999,3.8868,4.92,3.1651999999999996,2.5912,0.0,4887.4081,165.6867,209.73,134.9263,110.4578,0.0,5.6169,7.11,4.5741000000000005,3.7446,0.0,9.0,5.79,4.74,0.0,3.7249,3.0494,0.0,2.4964000000000004,0.0,0.0,5
