,PanelA_A,PanelA_B,PanelB_A,PanelB_B,PanelC_A,PanelC_B,PanelD_A,PanelD_B,PanelE_A,PanelE_B,PanelF_A,PanelF_B,PanelF_C,PanelF_D,PanelG_A,PanelG_B,PanelG_C,PanelG_D,PanelH_A,PanelH_B,PanelH_C,PanelH_D,PanelH_E,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Target
219,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.88,1.7,79.68,2.74,2.16,1.09,0.11,0.0,6
220,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.02,1.74,135.69,3.0,3.0,1.66,1.09,0.79,4
221,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.53,1.78,115.35,2.19,3.0,2.1,1.33,0.38,3
222,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,29.32,1.64,69.91,2.37,3.0,1.93,1.58,0.0,5
224,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,16.2,1.69,52.63,2.0,2.0,2.67,0.99,0.47,0
225,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.61,104.94,3.0,3.0,1.32,0.0,0.54,4
227,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.85,1.55,72.95,3.0,3.0,2.0,2.27,1.0,6
228,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,26.22,1.56,78.44,2.11,1.23,1.81,0.0,0.0,2
231,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.38,1.73,82.48,2.71,2.85,1.53,1.0,0.17,6
232,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,20.0,1.87,75.0,2.0,3.0,1.0,1.0,1.0,1
236,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,17.05,1.71,99.86,2.0,3.0,2.0,0.07,0.89,2
237,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.87,1.63,82.0,2.59,1.48,1.91,0.0,0.13,2
238,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,30.0,1.65,71.0,2.0,3.0,1.0,0.0,0.0,5
240,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.62,109.98,3.0,3.0,2.52,0.0,0.38,4
241,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.64,68.39,2.0,1.13,1.34,0.0,1.59,5
242,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,21.0,1.61,68.87,1.91,2.94,2.94,1.0,0.21,5
243,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,30.42,1.82,122.14,2.0,3.0,1.98,0.79,0.0,3
244,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,30.02,1.75,83.31,2.01,3.17,1.84,0.89,0.4,6
246,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21.8,1.78,103.61,2.12,3.0,2.5,1.21,0.0,2
248,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,20.42,1.84,105.26,2.0,3.0,2.79,2.22,0.2,2
249,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,18.0,1.93,86.0,3.0,4.0,2.0,2.0,0.0,1
250,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,18.05,1.73,75.97,2.93,3.0,2.21,1.0,0.8,5
251,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,24.36,1.74,133.35,3.0,3.0,2.85,1.14,0.59,4
253,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,30.44,1.76,118.37,2.57,3.0,2.22,1.02,1.15,3
254,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,26.7,1.8,85.77,2.87,3.05,2.11,0.84,0.15,5
256,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.11,1.77,87.8,2.75,3.0,2.96,2.24,0.79,6
257,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.32,1.71,82.01,2.78,2.12,2.98,2.16,0.2,6
258,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,22.0,1.61,63.0,3.0,3.0,3.0,1.0,0.0,1
260,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.76,85.05,2.85,3.0,2.88,1.0,0.43,6
261,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,32.28,1.65,74.15,2.89,2.56,1.02,0.59,0.92,5
262,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.19,1.68,125.42,3.0,3.0,1.12,0.88,0.55,4
263,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22.65,1.69,81.02,2.0,2.76,1.61,0.43,1.75,6
264,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,29.96,1.7,82.21,2.12,3.29,1.72,0.0,0.99,6
265,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,34.2,1.72,84.42,2.03,3.0,2.8,1.98,0.42,6
266,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,35.19,1.67,73.19,3.0,2.81,1.59,0.18,0.0,5
267,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,23.0,1.67,80.46,2.0,2.26,1.14,0.81,1.61,6
268,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,39.14,1.51,79.59,2.0,3.0,1.0,0.0,0.0,2
270,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.58,105.06,3.0,3.0,1.2,0.0,0.53,4
271,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.62,109.98,3.0,3.0,2.69,0.0,0.45,4
273,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,31.2,1.85,125.08,2.5,3.0,1.66,0.99,0.22,3
274,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.99,1.62,104.95,3.0,3.0,2.45,0.04,0.67,4
275,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.63,111.88,3.0,3.0,2.62,0.0,0.14,4
276,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,29.0,1.6,56.0,2.0,3.0,1.0,0.0,1.0,1
279,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.0,1.71,75.0,2.0,3.0,1.64,1.0,0.0,5
281,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,30.36,1.84,93.61,2.05,2.95,1.31,1.44,0.93,6
283,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,19.72,1.69,49.66,2.71,3.0,2.0,1.9,1.0,0
284,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.7,1.81,107.56,2.92,3.0,2.87,0.18,0.13,2
285,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.65,68.82,2.0,1.41,1.86,0.0,1.31,5
286,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.61,102.69,3.0,3.0,1.02,0.11,1.0,4
288,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.47,1.76,105.0,2.28,3.0,2.1,1.0,0.0,2
289,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.62,1.82,85.83,2.95,3.71,2.43,2.55,0.47,5
290,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.23,1.81,85.26,2.97,3.39,2.13,2.32,0.68,5
291,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,21.84,1.59,44.24,3.0,1.7,2.55,1.1,0.0,0
292,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.48,1.7,50.0,1.59,3.54,1.09,0.62,1.0,0
293,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.65,70.0,2.0,3.0,2.0,0.0,0.0,5
294,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,33.27,1.73,84.75,2.63,2.63,2.25,2.69,0.85,6
295,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.58,110.55,3.0,3.0,2.58,0.0,0.49,4
300,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.7,1.79,137.77,3.0,3.0,2.83,1.51,0.92,4
301,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.36,1.76,82.23,1.94,3.56,2.37,0.24,0.88,5
306,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,30.61,1.75,120.0,2.76,3.0,2.17,1.08,1.36,3
308,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,22.93,1.72,50.0,2.45,3.65,1.27,0.87,0.1,0
309,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.63,1.7,80.42,2.0,3.0,2.39,0.93,1.34,6
311,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,17.1,1.6,65.0,3.0,2.4,2.0,0.66,1.75,5
313,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.57,1.75,133.85,3.0,3.0,2.75,1.43,0.9,4
314,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,17.44,1.7,83.41,2.06,2.58,1.91,1.0,0.96,6
315,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,23.0,1.74,53.66,2.24,3.0,1.85,2.46,0.81,0
316,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,17.77,1.74,50.0,1.34,4.0,1.0,2.0,1.0,0
317,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.95,1.61,82.04,2.77,3.0,1.05,0.19,0.72,2
318,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,28.49,1.82,120.82,2.97,3.0,2.81,0.98,1.19,3
319,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,31.32,1.67,90.0,2.19,2.03,2.35,1.95,0.0,2
320,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.78,1.63,107.38,3.0,3.0,2.51,0.03,0.48,4
322,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,18.27,1.82,58.62,2.14,4.0,2.93,2.0,1.16,0
324,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,24.16,1.65,49.84,3.0,3.59,2.73,0.11,0.0,0
325,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.9,1.81,119.84,2.35,3.0,2.73,0.69,0.19,3
326,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,25.19,1.81,85.64,1.45,3.99,2.15,0.05,1.0,5
327,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,18.0,1.85,66.0,2.0,3.0,1.0,1.0,1.0,1
328,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,23.04,1.6,42.99,2.75,2.81,2.35,1.61,0.0,0
330,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,38.1,1.7,78.16,3.0,3.0,2.17,0.0,0.0,6
331,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,21.54,1.61,68.0,1.89,3.73,2.68,1.12,0.49,5
332,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.78,1.66,110.22,3.0,3.0,1.53,0.02,0.44,4
333,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.2,1.69,104.57,3.0,3.0,1.15,0.32,1.0,4
334,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.88,1.77,114.13,2.23,3.0,2.15,1.27,0.39,3
336,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.73,1.82,119.62,2.25,3.0,2.72,0.76,0.0,3
337,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,23.0,1.67,85.5,2.0,3.0,2.0,0.0,1.0,2
338,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21.38,1.72,80.0,2.0,3.0,2.0,2.72,1.27,6
339,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.0,1.65,67.0,2.0,3.0,2.0,1.0,1.0,1
342,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.64,111.72,3.0,3.0,2.63,0.0,0.14,4
343,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,35.48,1.65,73.92,3.0,2.73,1.62,0.9,0.0,5
344,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.63,1.82,85.3,2.99,3.48,2.36,2.06,0.6,5
345,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.06,1.76,113.07,1.41,3.0,2.0,1.59,0.0,3
346,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.85,1.76,137.8,3.0,3.0,2.18,1.98,0.84,4
347,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,32.59,1.72,72.75,2.0,3.0,1.0,0.0,1.34,5
348,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.67,1.68,49.11,2.72,3.0,2.0,1.86,1.0,0
349,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.65,1.7,75.06,2.09,3.55,2.08,1.99,0.67,5
350,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,25.11,1.51,63.72,2.0,1.19,1.85,0.55,0.24,6
351,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.86,1.87,115.63,2.0,2.36,2.52,0.98,1.16,2
352,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,35.32,1.78,102.27,2.79,1.11,3.0,2.71,0.57,2
353,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.83,1.79,105.66,2.0,3.0,1.16,0.0,0.53,2
355,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,30.61,1.65,69.17,2.0,3.0,1.13,0.06,0.0,5
356,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,40.95,1.54,80.0,2.0,1.11,1.37,1.63,0.0,2
357,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19.67,1.6,44.81,3.0,2.97,1.15,0.88,0.0,0
358,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.0,1.71,75.0,2.0,3.0,1.33,1.0,0.0,5
360,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,21.0,1.79,105.0,2.0,3.0,1.0,0.0,0.0,2
362,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,18.0,1.56,55.0,2.0,3.0,1.0,0.0,0.0,1
363,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.0,1.61,61.0,2.0,3.0,1.0,2.0,1.0,1
364,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,30.2,1.76,112.29,2.32,3.0,2.15,0.0,1.11,3
365,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,21.0,1.55,57.0,2.0,4.0,2.0,2.0,0.0,1
366,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.72,51.15,1.81,3.0,1.27,0.52,1.67,0
368,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.38,1.72,82.28,2.09,1.87,2.0,2.08,0.88,6
370,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,37.5,1.65,80.0,2.03,3.0,1.52,0.0,1.52,6
371,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21.0,1.72,75.0,2.0,3.0,1.0,1.0,0.0,5
373,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.98,1.72,132.94,3.0,3.0,2.09,1.27,0.59,4
374,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.79,108.2,2.0,2.48,2.97,1.0,0.43,2
375,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21.35,1.71,95.03,2.0,2.97,2.0,0.0,1.33,2
376,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22.94,1.7,93.64,2.0,3.0,1.75,0.46,0.34,2
377,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.9,1.67,104.59,3.0,3.0,1.57,0.21,0.88,4
378,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,24.28,1.65,113.77,3.0,3.0,2.75,0.32,0.52,4
379,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,19.73,1.51,61.1,2.78,3.0,1.7,0.94,0.88,5
380,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.77,1.63,108.11,3.0,3.0,2.32,0.05,0.41,4
381,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,21.0,1.7,65.0,2.0,3.0,1.0,1.0,1.0,1
382,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.97,1.6,105.03,3.0,3.0,1.92,0.03,0.55,4
383,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,17.0,1.8,97.0,2.0,3.0,3.0,1.0,1.0,6
384,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,21.31,1.72,50.0,2.92,3.7,1.15,0.99,0.09,0
385,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.34,1.71,82.09,2.72,2.6,2.91,1.6,0.18,6
386,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,19.0,1.63,76.0,3.0,3.0,3.0,2.0,1.0,6
388,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.69,1.64,113.91,3.0,3.0,2.5,0.19,0.65,4
393,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,21.0,1.54,47.0,3.0,3.0,1.0,2.0,0.0,1
394,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,31.66,1.85,98.91,2.4,2.62,2.54,1.03,0.61,6
396,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,25.0,1.87,66.0,3.0,3.0,2.0,2.0,0.0,1
397,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.81,1.77,116.16,1.66,3.0,2.0,0.98,0.69,3
398,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,31.76,1.75,119.21,2.15,3.0,2.13,0.39,0.35,3
399,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,22.04,1.71,51.97,2.88,3.0,1.03,2.21,1.37,0
400,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.62,109.96,3.0,3.0,2.68,0.0,0.48,4
401,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.0,1.55,50.0,2.0,3.0,2.0,0.0,0.0,1
402,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,39.0,1.78,96.0,2.0,3.0,3.0,1.0,0.0,2
404,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.62,110.4,3.0,3.0,2.7,0.0,0.41,4
405,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,30.48,1.8,121.09,2.33,3.0,2.0,0.8,0.18,3
407,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,24.07,1.71,85.74,2.0,2.99,2.75,0.0,0.8,6
408,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.7,1.7,78.79,1.65,3.0,2.0,1.73,1.0,6
410,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,26.0,1.9,80.0,2.0,3.0,1.0,1.0,0.0,1
411,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,27.56,1.91,128.83,2.21,3.0,1.81,1.95,0.0,3
413,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,20.52,1.73,49.82,2.89,3.91,1.11,1.55,0.56,0
414,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,27.39,1.76,112.32,1.92,3.0,2.01,0.18,0.51,3
415,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.74,50.95,1.89,3.0,1.96,0.52,1.15,0
416,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,19.63,1.66,49.04,2.75,3.0,2.0,1.07,1.0,0
419,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19.95,1.6,45.0,3.0,3.0,2.49,1.23,0.0,0
421,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,18.6,1.61,42.66,2.9,2.63,2.84,1.95,1.25,0
422,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,17.07,1.9,59.9,2.84,3.34,2.0,2.51,0.56,0
424,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.69,1.84,89.5,2.15,3.72,2.7,2.0,0.23,5
425,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.11,1.6,82.41,2.32,3.0,1.11,0.69,0.3,2
426,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,22.0,1.68,52.0,3.0,3.0,2.0,0.0,1.0,0
427,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.64,111.83,3.0,3.0,2.55,0.0,0.2,4
428,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.84,1.75,136.52,3.0,3.0,1.61,1.96,0.86,4
429,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.27,1.71,93.35,1.71,3.0,1.0,0.9,1.0,2
430,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,40.82,1.55,77.75,2.0,3.0,1.41,0.0,0.0,2
432,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,19.62,1.57,61.62,2.91,2.7,1.62,0.54,0.0,5
434,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.74,1.82,86.52,2.0,3.0,2.18,0.34,0.0,5
437,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,27.93,1.81,119.48,2.91,3.0,2.5,0.95,0.79,3
438,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,22.0,1.7,66.4,2.0,3.0,2.0,0.0,0.0,1
439,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,17.76,1.85,59.88,2.97,3.97,2.0,2.0,0.38,0
441,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,39.59,1.72,86.46,2.33,1.31,1.95,0.6,0.0,6
442,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22.91,1.7,80.0,2.0,3.0,2.0,0.97,1.54,6
444,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,17.97,1.75,85.0,2.77,3.0,2.85,1.0,0.43,6
445,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.2,1.89,121.07,2.42,3.0,2.9,1.24,0.56,3
447,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,21.0,1.61,54.5,3.0,3.0,3.0,0.0,1.0,1
448,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.57,1.64,104.99,3.0,3.0,1.2,0.09,0.6,4
449,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,30.02,1.76,112.01,1.87,3.0,2.02,0.0,0.61,3
450,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,38.38,1.68,77.22,2.44,3.0,1.03,0.0,0.0,6
